,Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Color
40,3/2/17,2017,3,2,Thursday,9,2017-09,239.56,239.57,238.21,238.27,70246000,212.24,-0.006297311,209.9771429,205.17585369999998,Green
41,3/3/17,2017,3,3,Friday,9,2017-09,238.17,238.61,237.73,238.42,81974300,212.37,0.000629372,210.4171429,205.3471429,Green
42,3/6/17,2017,3,6,Monday,10,2017-10,237.5,238.12,237.01,237.71,55391500,211.74,-0.002977902,210.7314286,205.495814,Red
43,3/7/17,2017,3,7,Tuesday,10,2017-10,237.36,237.77,236.76,237.0,65103700,211.1,-0.002986796,210.94071430000002,205.62318180000003,Red
44,3/8/17,2017,3,8,Wednesday,10,2017-10,237.34,237.64,236.4,236.56,78168800,210.71,-0.001856529,211.045,205.7362222,Red
45,3/9/17,2017,3,9,Thursday,10,2017-10,236.7,237.24,235.74,236.86,90683900,210.98,0.001268423,211.18142859999998,205.85021740000002,Red
46,3/10/17,2017,3,10,Friday,10,2017-10,237.97,238.02,236.59,237.69,81991700,211.72,0.00350385,211.3471429,205.9751064,Red
47,3/13/17,2017,3,13,Monday,11,2017-11,237.62,237.86,237.24,237.81,57256800,211.83,0.000505072,211.43142859999998,206.0970833,Green
48,3/14/17,2017,3,14,Tuesday,11,2017-11,237.18,237.24,236.19,236.9,59880800,211.02,-0.003826758,211.4714286,206.197551,Green
49,3/15/17,2017,3,15,Wednesday,11,2017-11,237.56,239.44,237.29,238.95,96081800,212.84,0.008653549,211.63071430000002,206.3304,Green
50,3/16/17,2017,3,16,Thursday,11,2017-11,239.11,239.2,238.1,238.48,78344000,212.42,-0.00196698,211.74142859999998,206.5662,Green
51,3/17/17,2017,3,17,Friday,11,2017-11,237.75,237.97,237.03,237.03,89002100,212.05,-0.0017562220000000002,211.8021429,206.7708,Green
52,3/20/17,2017,3,20,Monday,12,2017-12,237.03,237.36,236.32,236.77,52537000,211.82,-0.001096935,211.8871429,206.97400000000002,Red
53,3/21/17,2017,3,21,Tuesday,12,2017-12,237.47,237.61,233.58,233.73,131809300,209.1,-0.012839167,211.5671429,207.1084,Red
54,3/22/17,2017,3,22,Wednesday,12,2017-12,233.77,234.61,233.05,234.28,97569200,209.59,0.002352914,211.3778571,207.2658,Red
55,3/23/17,2017,3,23,Thursday,12,2017-12,234.28,235.34,233.6,234.03,100410300,209.37,-0.001067075,211.16357140000002,207.4188,Red
56,3/24/17,2017,3,24,Friday,12,2017-12,234.38,235.04,232.96,233.86,112504900,209.21,-0.0007264039999999999,210.9828571,207.5572,Red
57,3/27/17,2017,3,27,Monday,13,2017-13,231.93,233.92,231.61,233.62,87454500,209.0,-0.001026398,210.8328571,207.7016,Green
58,3/28/17,2017,3,28,Tuesday,13,2017-13,233.27,235.81,233.14,235.32,93483900,210.52,0.007276932,210.8192857,207.8672,Green
59,3/29/17,2017,3,29,Wednesday,13,2017-13,234.99,235.81,234.73,235.54,61950400,210.72,0.000934864,210.8007143,208.051,Green
60,3/30/17,2017,3,30,Thursday,13,2017-13,235.47,236.52,235.27,236.29,56737900,211.39,0.003184245,210.7771429,208.2394,Green
61,3/31/17,2017,3,31,Friday,13,2017-13,235.9,236.51,235.68,235.74,73733100,210.9,-0.002327855,210.7107143,208.4328,Green
62,4/3/17,2017,4,3,Monday,14,2017-14,235.8,236.03,233.91,235.33,85546500,210.53,-0.00173913,210.6757143,208.604,Red
63,4/4/17,2017,4,4,Tuesday,14,2017-14,235.0,235.58,234.56,235.48,56466200,210.66,0.000637157,210.52,208.7884,Red
64,4/5/17,2017,4,5,Wednesday,14,2017-14,236.26,237.39,234.54,234.78,108800600,210.04,-0.002972325,210.35,208.9346,Red
65,4/6/17,2017,4,6,Thursday,14,2017-14,234.94,236.04,234.43,235.44,69135800,210.63,0.0028108259999999998,210.2485714,209.0574,Red
66,4/7/17,2017,4,7,Friday,14,2017-14,235.15,236.0,234.64,235.2,74412300,210.41,-0.001019076,210.1478571,209.1802,Red
67,4/10/17,2017,4,10,Monday,15,2017-15,235.36,236.26,234.73,235.34,67615300,210.54,0.000595085,210.25071430000003,209.312,Red
68,4/11/17,2017,4,11,Tuesday,15,2017-15,234.9,235.18,233.34,235.06,88045300,210.29,-0.00118968,210.3007143,209.46400000000003,Red
69,4/12/17,2017,4,12,Wednesday,15,2017-15,234.74,234.96,233.77,234.03,81864400,209.37,-0.004381773,210.3007143,209.59799999999998,Red
70,4/13/17,2017,4,13,Thursday,15,2017-15,233.64,234.49,232.51,232.51,92880400,208.01,-0.006494925,210.215,209.7032,Red
71,4/17/17,2017,4,17,Monday,16,2017-16,233.11,234.57,232.88,234.57,68405400,209.85,0.008859731,210.2757143,209.8426,Red
72,4/18/17,2017,4,18,Tuesday,16,2017-16,233.72,234.49,233.08,233.87,83225800,209.22,-0.002983928,210.1828571,209.9414,Red
73,4/19/17,2017,4,19,Wednesday,16,2017-16,234.52,234.95,233.18,233.44,68699900,208.84,-0.001838657,210.04857140000001,210.0398,Red
74,4/20/17,2017,4,20,Thursday,16,2017-16,234.15,235.85,233.78,235.34,92572200,210.54,0.008138864,209.9878571,210.172,Red
75,4/21/17,2017,4,21,Friday,16,2017-16,235.25,235.31,234.13,234.59,110389800,209.87,-0.0031866620000000003,209.9142857,210.2856,Red
76,4/24/17,2017,4,24,Monday,17,2017-17,237.18,237.41,234.56,237.17,119209900,212.18,0.010997863,210.0321429,210.4212,Green
77,4/25/17,2017,4,25,Tuesday,17,2017-17,237.91,238.95,237.81,238.55,76698300,213.41,0.005818649,210.22857140000002,210.5652,Green
78,4/26/17,2017,4,26,Wednesday,17,2017-17,238.51,239.53,238.35,238.4,84702500,213.28,-0.000628913,210.46,210.68400000000003,Green
79,4/27/17,2017,4,27,Thursday,17,2017-17,238.77,238.95,237.98,238.6,57410300,213.45,0.0008389360000000001,210.6614286,210.7896,Green
80,4/28/17,2017,4,28,Friday,17,2017-17,238.9,238.93,237.93,238.08,63532800,212.99,-0.002179076,210.84571430000003,210.8644,Green
81,5/1/17,2017,5,1,Monday,18,2017-18,238.68,239.17,238.2,238.68,66882500,213.53,0.00251976,211.05928569999998,210.9536,Green
82,5/2/17,2017,5,2,Tuesday,18,2017-18,238.84,238.98,238.3,238.77,57375700,213.61,0.00037724300000000003,211.29642859999998,211.0378,Green
83,5/3/17,2017,5,3,Wednesday,18,2017-18,238.77,238.88,237.7,238.48,73137700,213.35,-0.001214522,211.5807143,211.0918,Green
84,5/4/17,2017,5,4,Thursday,18,2017-18,238.83,238.92,237.78,238.76,61462700,213.6,0.0011740160000000002,211.98,211.1546,Green
85,5/5/17,2017,5,5,Friday,18,2017-18,239.19,239.72,238.68,239.7,62001300,214.44,0.003937111,212.3078571,211.2312,Green
86,5/8/17,2017,5,8,Monday,19,2017-19,239.75,239.92,239.17,239.66,48385700,214.4,-0.000167076,212.6778571,211.3018,Red
87,5/9/17,2017,5,9,Tuesday,19,2017-19,239.96,240.19,239.04,239.44,51363200,214.21,-0.0009177930000000001,213.06142859999997,211.362,Red
88,5/10/17,2017,5,10,Wednesday,19,2017-19,239.39,239.87,239.15,239.87,54293800,214.59,0.001795885,213.35071430000002,211.4412,Red
89,5/11/17,2017,5,11,Thursday,19,2017-19,239.35,239.57,238.13,239.38,62358300,214.15,-0.002042747,213.6564286,211.4526,Red
90,5/12/17,2017,5,12,Friday,19,2017-19,239.09,239.43,238.67,238.98,53912700,213.79,-0.001671074,213.77142859999998,211.4836,Red
91,5/15/17,2017,5,15,Monday,20,2017-20,239.47,240.44,239.45,240.3,61918900,214.98,0.005523424,213.88357140000002,211.5358,Red
92,5/16/17,2017,5,16,Tuesday,20,2017-20,240.64,240.67,239.63,240.08,51241800,214.78,-0.000915703,213.9907143,211.5966,Red
93,5/17/17,2017,5,17,Wednesday,20,2017-20,240.08,240.08,235.75,235.82,172174100,210.97,-0.017743811,213.81357140000003,211.59400000000002,Red
94,5/18/17,2017,5,18,Thursday,20,2017-20,235.73,237.75,235.43,236.77,107047700,211.82,0.004028362,213.73,211.6162,Red
95,5/19/17,2017,5,19,Friday,20,2017-20,237.33,239.08,237.27,238.31,115011400,213.2,0.0065041909999999994,213.70642859999998,211.6606,Red
96,5/22/17,2017,5,22,Monday,21,2017-21,238.9,239.71,238.82,239.52,61010600,214.28,0.005077315,213.7542857,211.7118,Green
97,5/23/17,2017,5,23,Tuesday,21,2017-21,239.95,240.24,239.51,240.05,48341700,214.75,0.002213006,213.8542857,211.7702,Green
98,5/24/17,2017,5,24,Wednesday,21,2017-21,240.32,240.73,239.93,240.61,46927700,215.25,0.002332817,213.9721429,211.8548,Green
99,5/25/17,2017,5,25,Thursday,21,2017-21,241.2,242.08,240.96,241.76,64071700,216.28,0.004779467,214.10357140000002,211.9236,Green
100,5/26/17,2017,5,26,Friday,21,2017-21,241.54,241.9,241.45,241.71,46629900,216.24,-0.00020685400000000002,214.235,212.0,Green
101,5/30/17,2017,5,30,Tuesday,22,2017-22,241.34,241.79,241.16,241.5,35201900,216.05,-0.000868799,214.36642859999998,212.08,Green
102,5/31/17,2017,5,31,Wednesday,22,2017-22,241.84,241.88,240.64,241.44,91796000,216.0,-0.000248464,214.4671429,212.1636,Green
103,6/1/17,2017,6,1,Thursday,22,2017-22,241.97,243.38,241.64,243.36,68962000,217.71,0.007952265,214.7214286,212.3358,Green
104,6/2/17,2017,6,2,Friday,22,2017-22,243.42,244.35,243.08,244.17,88666100,218.44,0.00332856,215.0535714,212.5128,Green
105,6/5/17,2017,6,5,Monday,23,2017-23,243.97,244.3,243.76,243.99,44698800,218.28,-0.0007373810000000001,215.2892857,212.69099999999997,Red
106,6/6/17,2017,6,6,Tuesday,23,2017-23,243.34,243.98,243.12,243.21,50375400,217.58,-0.003196722,215.48928569999998,212.8584,Red
107,6/7/17,2017,6,7,Wednesday,23,2017-23,243.6,243.92,242.83,243.66,54144300,217.98,0.0018503089999999999,215.99,213.03799999999998,Red
108,6/8/17,2017,6,8,Thursday,23,2017-23,243.77,244.33,243.17,243.78,65950700,218.09,0.0004922430000000001,216.4378571,213.1894,Red
109,6/9/17,2017,6,9,Friday,23,2017-23,244.09,245.01,241.95,243.41,132256400,217.76,-0.0015177729999999998,216.76357140000002,213.3302,Red
110,6/12/17,2017,6,12,Monday,24,2017-24,243.13,243.42,242.38,243.36,86108100,217.71,-0.000205312,217.00857140000002,213.4566,Green
111,6/13/17,2017,6,13,Tuesday,24,2017-24,243.98,244.61,243.58,244.55,60067000,218.78,0.004889953,217.29642859999998,213.6142,Green
112,6/14/17,2017,6,14,Wednesday,24,2017-24,244.86,244.87,243.29,244.24,78602300,218.5,-0.001267558,217.5285714,213.7736,Green
113,6/15/17,2017,6,15,Thursday,24,2017-24,242.68,243.91,242.36,243.77,66464900,218.08,-0.001924282,217.6571429,213.922,Green
114,6/16/17,2017,6,16,Friday,24,2017-24,242.77,242.83,241.63,242.64,84553100,218.13,0.000218373,217.7921429,214.0838,Green
115,6/19/17,2017,6,19,Monday,25,2017-25,243.59,244.73,243.48,244.66,65123800,219.94,0.008325036,218.07,214.27,Green
116,6/20/17,2017,6,20,Tuesday,25,2017-25,244.25,244.26,242.99,243.01,56906400,218.46,-0.006744044,218.2457143,214.43099999999998,Green
117,6/21/17,2017,6,21,Wednesday,25,2017-25,243.46,243.59,242.41,242.95,55977600,218.41,-0.00024684,218.29571430000001,214.5884,Green
118,6/22/17,2017,6,22,Thursday,25,2017-25,242.96,243.53,242.64,242.84,44148100,218.31,-0.000452861,218.2864286,214.7488,Green
119,6/23/17,2017,6,23,Friday,25,2017-25,242.91,243.51,242.47,243.13,66986800,218.57,0.001194243,218.3071429,214.9328,Green
120,6/26/17,2017,6,26,Monday,26,2017-26,243.9,244.38,243.05,243.29,56700500,218.71,0.0006580539999999999,218.3878571,215.1468,Red
121,6/27/17,2017,6,27,Tuesday,26,2017-26,243.04,243.38,241.31,241.33,82247700,216.95,-0.008056239,218.31428569999997,215.2888,Red
122,6/28/17,2017,6,28,Wednesday,26,2017-26,242.5,243.72,242.23,243.49,70042600,218.89,0.008950618,218.37142859999997,215.4822,Red
123,6/29/17,2017,6,29,Thursday,26,2017-26,243.66,243.72,239.96,241.35,106949700,216.97,-0.008788888,218.315,215.6448,Red
124,6/30/17,2017,6,30,Friday,26,2017-26,242.28,242.71,241.58,241.8,86820700,217.37,0.001864311,218.29071430000002,215.7814,Red
125,7/3/17,2017,7,3,Monday,27,2017-27,242.88,243.38,242.21,242.21,39153800,217.74,0.001695739,218.21642859999997,215.9388,Green
126,7/5/17,2017,7,5,Wednesday,27,2017-27,242.63,243.01,241.7,242.77,54427600,218.24,0.002312076,218.1978571,216.06,Green
127,7/6/17,2017,7,6,Thursday,27,2017-27,241.89,242.03,240.34,240.55,65400800,216.25,-0.009144609,218.0671429,216.1168,Green
128,7/7/17,2017,7,7,Friday,27,2017-27,241.21,242.28,240.56,242.11,57972300,217.65,0.006485296,218.0328571,216.2042,Green
129,7/10/17,2017,7,10,Monday,28,2017-28,242.11,242.8,241.76,242.37,36663300,217.88,0.001073825,217.88571430000002,216.2928,Green
130,7/11/17,2017,7,11,Tuesday,28,2017-28,242.37,242.55,240.85,242.19,50354600,217.72,-0.000742614,217.8328571,216.3874,Green
131,7/12/17,2017,7,12,Wednesday,28,2017-28,243.3,244.2,243.3,244.01,59610400,219.36,0.007514359,217.9007143,216.50400000000002,Green
132,7/13/17,2017,7,13,Thursday,28,2017-28,244.02,244.55,243.76,244.42,39471600,219.73,0.0016805210000000001,218.0021429,216.6264,Green
133,7/14/17,2017,7,14,Friday,28,2017-28,244.42,245.97,244.31,245.56,60262700,220.75,0.004664216,218.1578571,216.7744,Green
134,7/17/17,2017,7,17,Monday,29,2017-29,245.47,245.91,245.33,245.53,33531900,220.73,-0.000122415,218.3021429,216.917,Green
135,7/18/17,2017,7,18,Tuesday,29,2017-29,245.06,245.72,244.67,245.66,42742500,220.84,0.000529607,218.58,217.045,Green
136,7/19/17,2017,7,19,Wednesday,29,2017-29,246.02,247.0,246.01,246.99,51034300,222.04,0.005414107,218.805,217.1978,Green
137,7/20/17,2017,7,20,Thursday,29,2017-29,247.28,247.42,246.47,247.1,47135200,222.14,0.00044524699999999996,219.17428569999998,217.3564,Green
138,7/21/17,2017,7,21,Friday,29,2017-29,246.44,246.91,246.18,246.88,82340800,221.94,-0.000890304,219.50071430000003,217.5034,Green
139,7/24/17,2017,7,24,Monday,30,2017-30,246.79,246.98,246.28,246.82,46622300,221.89,-0.00024297,219.7971429,217.6582,Green
140,7/25/17,2017,7,25,Tuesday,30,2017-30,247.68,247.8,247.16,247.42,54915600,222.42,0.00243098,220.09571430000003,217.8308,Green
141,7/26/17,2017,7,26,Wednesday,30,2017-30,247.75,247.79,247.13,247.43,47575400,222.43,4.03e-05,220.5371429,217.9798,Green
142,7/27/17,2017,7,27,Thursday,30,2017-30,247.96,248.0,245.68,247.2,70766600,222.23,-0.00092959,220.86428569999998,218.1288,Green
143,7/28/17,2017,7,28,Friday,30,2017-30,246.65,247.06,246.13,246.91,50088400,221.97,-0.0011731789999999999,221.1564286,218.3488,Green
144,7/31/17,2017,7,31,Monday,31,2017-31,247.37,247.48,246.53,246.77,65838700,221.84,-0.000566793,221.45071430000002,218.5492,Green
145,8/1/17,2017,8,1,Tuesday,31,2017-31,247.46,247.5,246.72,247.32,55050400,222.33,0.002228839,221.6628571,218.7318,Green
146,8/2/17,2017,8,2,Wednesday,31,2017-31,247.47,247.6,246.37,247.44,47211200,222.44,0.000485213,221.8564286,218.895,Green
147,8/3/17,2017,8,3,Thursday,31,2017-31,247.31,247.34,246.64,246.96,40856000,222.01,-0.00193998,221.9464286,219.0402,Green
148,8/4/17,2017,8,4,Friday,31,2017-31,247.52,247.79,246.97,247.41,60191800,222.42,0.001822236,222.0671429,219.1836,Green
149,8/7/17,2017,8,7,Monday,32,2017-32,247.49,247.87,247.37,247.87,31995000,222.83,0.001859055,222.20928569999998,219.3146,Red
150,8/8/17,2017,8,8,Tuesday,32,2017-32,247.51,248.91,246.83,247.26,61719400,222.28,-0.002461016,222.2264286,219.4354,Red
151,8/9/17,2017,8,9,Wednesday,32,2017-32,246.47,247.31,246.06,247.25,62632600,222.27,-4.03e-05,222.2357143,219.5598,Red
152,8/10/17,2017,8,10,Thursday,32,2017-32,246.29,246.44,243.7,243.76,120479500,219.13,-0.014115325,222.035,219.6224,Red
153,8/11/17,2017,8,11,Friday,32,2017-32,244.02,244.8,243.75,244.12,74869900,219.46,0.001476829,221.86142859999998,219.6574,Red
154,8/14/17,2017,8,14,Monday,33,2017-33,245.59,246.79,245.55,246.54,73291900,221.63,0.009913446,221.805,219.7212,Red
155,8/15/17,2017,8,15,Tuesday,33,2017-33,246.98,247.0,246.16,246.51,55242700,221.61,-0.000121859,221.74642859999997,219.7878,Red
156,8/16/17,2017,8,16,Wednesday,33,2017-33,247.11,247.57,246.45,246.94,56715500,221.99,0.00174452,221.7292857,219.87599999999998,Red
157,8/17/17,2017,8,17,Thursday,33,2017-33,246.24,246.6,243.09,243.09,128490400,218.53,-0.015591196000000002,221.48357140000002,219.887,Red
158,8/18/17,2017,8,18,Friday,33,2017-33,242.9,244.19,242.2,242.71,136748000,218.19,-0.0015628729999999998,221.2228571,219.889,Red
159,8/21/17,2017,8,21,Monday,34,2017-34,242.64,243.2,241.83,242.9,65469700,218.36,0.000782695,220.93928569999997,219.90099999999998,Green
160,8/22/17,2017,8,22,Tuesday,34,2017-34,243.57,245.62,243.55,245.44,63140100,220.64,0.010456999,220.81071430000003,219.9596,Green
161,8/23/17,2017,8,23,Wednesday,34,2017-34,244.33,245.05,244.16,244.56,50203800,219.85,-0.003585438,220.6564286,219.981,Green
162,8/24/17,2017,8,24,Thursday,34,2017-34,245.0,245.18,243.75,243.99,50741700,219.34,-0.0023308079999999998,220.43642859999997,219.9978,Green
163,8/25/17,2017,8,25,Friday,34,2017-34,244.9,245.61,244.39,244.56,64445900,219.85,0.002336253,220.22357140000003,220.0332,Green
164,8/28/17,2017,8,28,Monday,35,2017-35,245.17,245.2,244.09,244.57,40565600,219.86,4.1e-05,220.0507143,220.0678,Green
165,8/29/17,2017,8,29,Tuesday,35,2017-35,243.06,245.15,242.93,244.85,51135700,220.11,0.001144917,219.89642859999998,220.0712,Green
166,8/30/17,2017,8,30,Wednesday,35,2017-35,244.83,246.32,244.62,246.01,62030800,221.16,0.00473727,220.0414286,220.1252,Green
167,8/31/17,2017,8,31,Thursday,35,2017-35,246.72,247.77,246.05,247.49,103803900,222.49,0.006016048,220.2578571,220.2068,Green
168,9/1/17,2017,9,1,Friday,35,2017-35,247.92,248.33,247.67,247.84,62007000,222.8,0.001414313,220.34142859999997,220.2966,Green
169,9/5/17,2017,9,5,Tuesday,36,2017-36,247.26,247.52,244.95,246.06,91398800,221.2,-0.007182113,220.3121429,220.3492,Red
170,9/6/17,2017,9,6,Wednesday,36,2017-36,246.84,247.28,246.23,246.9,57916900,221.96,0.003413747,220.31,220.4142,Red
171,9/7/17,2017,9,7,Thursday,36,2017-36,247.25,247.27,246.4,246.87,58034700,221.93,-0.00012140700000000001,220.5528571,220.5138,Red
172,9/8/17,2017,9,8,Friday,36,2017-36,246.54,247.11,246.3,246.58,63832800,221.67,-0.0011746789999999999,220.80142859999998,220.5694,Red
173,9/11/17,2017,9,11,Monday,37,2017-37,248.04,249.3,248.02,249.21,71364800,224.03,0.010665973999999998,221.20642859999998,220.7106,Green
174,9/12/17,2017,9,12,Tuesday,37,2017-37,249.63,250.09,249.42,250.05,56896000,224.79,0.003370529,221.5028571,220.859,Green
175,9/13/17,2017,9,13,Wednesday,37,2017-37,249.72,250.21,249.59,250.17,59228000,224.9,0.00047998400000000003,221.8635714,221.0022,Green
176,9/14/17,2017,9,14,Thursday,37,2017-37,249.8,250.32,249.6,250.09,95446300,224.82,-0.000319768,222.255,221.1338,Green
177,9/15/17,2017,9,15,Friday,37,2017-37,248.69,249.29,248.57,249.19,95432400,225.13,0.001346264,222.6321429,221.3114,Green
178,9/18/17,2017,9,18,Monday,38,2017-38,249.61,250.12,249.28,249.72,46235200,225.61,0.002126753,223.0428571,221.4706,Green
179,9/19/17,2017,9,19,Tuesday,38,2017-38,250.0,250.07,249.6,249.97,47108100,225.83,0.001001263,223.45142859999999,221.6296,Green
180,9/20/17,2017,9,20,Wednesday,38,2017-38,250.07,250.19,248.92,250.06,59574100,225.91,0.00035986199999999996,223.79071430000002,221.7934,Green
181,9/21/17,2017,9,21,Thursday,38,2017-38,249.88,249.98,249.19,249.39,48211400,225.31,-0.002679147,223.9921429,221.9124,Green
182,9/22/17,2017,9,22,Friday,38,2017-38,249.05,249.63,249.02,249.44,51214000,225.35,0.00020039599999999998,224.17428569999998,222.0248,Green
183,9/25/17,2017,9,25,Monday,39,2017-39,249.15,249.55,248.08,248.93,57064400,224.89,-0.002044588,224.4378571,222.1076,Green
184,9/26/17,2017,9,26,Tuesday,39,2017-39,249.42,249.7,248.81,249.08,54082000,225.03,0.000602501,224.6571429,222.1936,Green
185,9/27/17,2017,9,27,Wednesday,39,2017-39,249.88,250.49,248.87,250.05,81001400,225.9,0.003894305,224.94071430000002,222.2948,Green
186,9/28/17,2017,9,28,Thursday,39,2017-39,249.73,250.44,249.63,250.35,44778800,226.18,0.001200011,225.2628571,222.3776,Green
187,9/29/17,2017,9,29,Friday,39,2017-39,250.34,251.32,250.13,251.23,85578000,226.97,0.003514828,225.4728571,222.4742,Green
188,10/2/17,2017,10,2,Monday,40,2017-40,251.49,252.32,251.29,252.32,59023000,227.96,0.0043387009999999995,225.6992857,222.5946,Green
189,10/3/17,2017,10,3,Tuesday,40,2017-40,252.32,252.89,252.23,252.86,66810200,228.44,0.002140065,225.9521429,222.7256,Green
